  339.85,  678.76
  340.23,  678.76
  340.61,  678.76
  340.98,  641.31
  341.36,  695.14
  341.74,  631.94
  342.11,  653.01
  342.49,  711.52
  342.87,  664.71
  343.24,  702.16
  343.62,  706.84
  344.00,  718.54
  344.37,  725.57
  344.75,  770.04
  345.13,  812.17
  345.50,  802.80
  345.88,  781.74
  346.26,  819.19
  346.63,  786.42
  347.01,  910.47
  347.39,  877.70
  347.76,  816.85
  348.14,  847.27
  348.52, 1104.73
  348.89, 1362.19
  349.27, 1376.23
  349.65, 1507.31
  350.02, 1387.94
  350.40, 1561.14
  350.77, 1577.52
  351.15, 1572.84
  351.53, 1584.54
  351.90, 1554.12
  352.28, 1603.27
  352.65, 1631.35
  353.03, 1753.06
  353.41, 1692.21
  353.78, 1680.50
  354.16, 1771.79
  354.53, 1767.10
  354.91, 1783.49
  355.29, 1884.13
  355.66, 1825.62
  356.04, 1954.35
  356.41, 1902.86
  356.79, 1853.70
  357.16, 1849.02
  357.54, 1888.81
  357.91, 1949.67
  358.29, 1980.09
  358.67, 2047.97
  359.04, 1968.39
  359.42, 2157.97
  359.79, 2113.50
  360.17, 2115.84
  360.54, 2029.24
  360.92, 1982.43
  361.29, 1966.05
  361.67, 1987.11
  362.04, 1952.01
  362.42, 2040.95
  362.79, 2005.84
  363.17, 2054.99
  363.54, 1944.99
  363.92, 2008.18
  364.29, 1998.82
  364.67, 1975.41
  365.04, 2069.03
  365.42, 2038.61
  365.79, 2012.86
  366.16, 2115.84
  366.54, 2054.99
  366.91, 2127.55
  367.29, 2087.76
  367.66, 2127.55
  368.04, 2092.44
  368.41, 2179.04
  368.79, 2162.66
  369.16, 2237.55
  369.53, 2162.66
  369.91, 2165.00
  370.28, 2249.25
  370.66, 2176.70
  371.03, 2326.49
  371.41, 2328.83
  371.78, 2335.85
  372.15, 2373.30
  372.53, 2335.85
  372.90, 2455.22
  373.28, 2539.48
  373.65, 2548.84
  374.02, 2630.76
  374.40, 2590.97
  374.77, 2644.81
  375.14, 2743.11
  375.52, 2736.09
  375.89, 2684.59
  376.27, 2626.08
  376.64, 2553.52
  377.01, 2614.38
  377.39, 2722.04
  377.76, 2612.04
  378.13, 2703.32
  378.51, 2792.26
  378.88, 2902.26
  379.25, 2743.11
  379.63, 2782.90
  380.00, 2885.88
  380.37, 2864.82
  380.75, 2895.24
  381.12, 2960.78
  381.49, 2967.80
  381.87, 3063.76
  382.24, 3124.62
  382.61, 3070.78
  382.98, 3248.66
  383.36, 3194.83
  383.73, 3293.13
  384.10, 3344.63
  384.48, 3370.37
  384.85, 3485.06
  385.22, 3475.70
  385.59, 3517.83
  385.97, 3555.27
  386.34, 3576.34
  386.71, 3564.64
  387.08, 3590.38
  387.46, 3613.79
  387.83, 3644.21
  388.20, 3838.48
  388.57, 3831.46
  388.95, 3892.31
  389.32, 4004.66
  389.69, 4107.64
  390.06, 4170.83
  390.44, 4035.08
  390.81, 4077.21
  391.18, 4084.23
  391.55, 4121.68
  391.92, 4208.28
  392.30, 4210.62
  392.67, 4346.37
  393.04, 4234.03
  393.41, 4189.56
  393.78, 4114.66
  394.16, 4248.07
  394.53, 4465.74
  394.90, 4404.89
  395.27, 4540.64
  395.64, 4627.24
  396.01, 4645.96
  396.39, 4814.48
  396.76, 5013.43
  397.13, 5165.56
  397.50, 5027.47
  397.87, 5041.51
  398.24, 4994.70
  398.61, 4877.68
  398.99, 4992.36
  399.36, 4997.04
  399.73, 4884.70
  400.10, 5177.27
  400.47, 4957.25
  400.84, 5156.20
  401.21, 5207.69
  401.58, 5128.11
  401.96, 5275.57
  402.33, 5287.27
  402.70, 5425.36
  403.07, 5458.13
  403.44, 5437.06
  403.81, 5352.81
  404.18, 5612.60
  404.55, 5708.57
  404.92, 5823.25
  405.29, 5746.02
  405.66, 5841.98
  406.03, 5645.37
  406.40, 5624.31
  406.78, 5680.48
  407.15, 5722.61
  407.52, 5645.37
  407.89, 5713.25
  408.26, 5710.91
  408.63, 5837.30
  409.00, 5757.72
  409.37, 5661.76
  409.74, 5696.86
  410.11, 5675.80
  410.48, 5799.85
  410.85, 5664.10
  411.22, 5600.90
  411.59, 5731.97
  411.96, 5813.89
  412.33, 5804.53
  412.70, 5802.19
  413.07, 5839.64
  413.44, 5788.14
  413.81, 6052.63
  414.18, 5893.47
  414.55, 5867.72
  414.92, 5959.00
  415.29, 6319.45
  415.66, 6483.28
  416.03, 6324.13
  416.40, 6422.43
  416.76, 6539.46
  417.13, 6565.20
  417.50, 6469.24
  417.87, 6778.19
  418.24, 6972.46
  418.61, 6986.50
  418.98, 6902.24
  419.35, 7389.07
  419.72, 7190.13
  420.09, 7124.59
  420.46, 7236.94
  420.83, 7311.83
  421.20, 7089.48
  421.56, 7290.77
  421.93, 7201.83
  422.30, 7272.04
  422.67, 7353.96
  423.04, 7178.42
  423.41, 7112.89
  423.78, 7248.64
  424.15, 6752.45
  424.52, 6988.84
  424.88, 7094.16
  425.25, 6848.41
  425.62, 6813.30
  425.99, 6815.64
  426.36, 6597.97
  426.73, 6729.04
  427.10, 6686.91
  427.46, 6761.81
  427.83, 6705.63
  428.20, 6672.87
  428.57, 6677.55
  428.94, 6593.29
  429.30, 6757.13
  429.67, 6853.09
  430.04, 6902.24
  430.41, 6998.20
  430.78, 7059.06
  431.15, 7098.84
  431.51, 7461.63
  431.88, 7426.52
  432.25, 7400.77
  432.62, 7185.44
  432.98, 7218.21
  433.35, 7346.94
  433.72, 7143.31
  434.09, 7213.53
  434.46, 7019.27
  434.82, 7129.27
  435.19, 7316.51
  435.56, 7126.93
  435.93, 7293.11
  436.29, 7311.83
  436.66, 7382.05
  437.03, 7632.49
  437.39, 7885.26
  437.76, 7815.05
  438.13, 7857.18
  438.50, 7868.88
  438.86, 8280.82
  439.23, 8571.04
  439.60, 8264.43
  439.96, 8273.79
  440.33, 8086.55
  440.70, 8250.39
  441.07, 8234.00
  441.43, 8428.27
  441.80, 8463.38
  442.17, 8587.43
  442.53, 8374.44
  442.90, 8557.00
  443.27, 8573.38
  443.63, 8575.72
  444.00, 8662.32
  444.37, 8697.43
  444.73, 8650.62
  445.10, 8533.59
  445.47, 8627.21
  445.83, 8463.38
  446.20, 8236.35
  446.57, 8339.33
  446.93, 8039.74
  447.30, 8105.28
  447.66, 8011.65
  448.03, 7875.90
  448.40, 7843.14
  448.76, 7957.82
  449.13, 8196.56
  449.49, 8051.44
  449.86, 8065.49
  450.23, 8006.97
  450.59, 8264.43
  450.96, 8042.08
  451.32, 7721.43
  451.69, 7716.75
  452.06, 7578.65
  452.42, 7674.62
  452.79, 7765.90
  453.15, 7667.60
  453.52, 7606.74
  453.88, 7836.11
  454.25, 7648.87
  454.61, 7857.18
  454.98, 7637.17
  455.35, 7843.14
  455.71, 8049.10
  456.08, 8219.96
  456.44, 8524.23
  456.81, 8753.60
  457.17, 9149.15
  457.54, 9827.91
  457.90, 9769.40
  458.27, 9755.35
  458.63, 9612.58
  459.00, 9547.05
  459.36, 9570.45
  459.73, 9441.72
  460.09, 9406.61
  460.46, 9504.92
  460.82, 9657.05
  461.19, 9504.92
  461.55, 9371.50
  461.92, 9247.46
  462.28, 9060.21
  462.65, 9041.49
  463.01, 8561.68
  463.37, 8744.24
  463.74, 8329.97
  464.10, 8355.71
  464.47, 8203.58
  464.83, 8072.51
  465.20, 8273.79
  465.56, 8128.68
  465.92, 7943.78
  466.29, 7992.93
  466.65, 7871.22
  467.02, 7868.88
  467.38, 8184.85
  467.75, 8084.21
  468.11, 8128.68
  468.47, 8112.30
  468.84, 8004.63
  469.20, 8049.10
  469.56, 8124.00
  469.93, 8025.70
  470.29, 7967.18
  470.66, 7985.91
  471.02, 7880.58
  471.38, 8093.57
  471.75, 7964.84
  472.11, 8006.97
  472.47, 8212.94
  472.84, 8301.88
  473.20, 8484.44
  473.56, 8566.36
  473.93, 8376.78
  474.29, 8774.67
  474.65, 8905.74
  475.02, 9036.81
  475.38, 9153.84
  475.74, 9252.14
  476.11, 9504.92
  476.47, 9783.44
  476.83, 9841.95
  477.20, 9968.34
  477.56, 9778.76
